fSalesPrimaryKey,ProductID,SalesRepID,Location,Date,Units,PercentOfStandardCost,RevenueDiscount
36943,10,7,Germany;Frankfurt,1.10.2017,60,0.99,0.35
38749,6,3,Czech republic;Brno,23.7.2017,84,0.983,0.4
38750,8,2,Denmark;Copenhagen,19.2.2017,48,0.968,0.25
38751,2,3,Czech republic;Brno,6.3.2017,74,0.963,0.35
38752,9,7,Germany;Frankfurt,21.1.2017,81,0.964,0.4
38753,10,7,Germany;Frankfurt,3.4.2017,36,0.974,0.25
38754,6,6,Germany;Dresden,25.1.2017,114,0.967,0.5
38755,2,1,Czech republic;Prague,1.7.2017,55,0.978,0.35
38756,7,4,Germany;Frankfurt,13.12.2017,75,0.998,0.4
38757,7,5,Germany;Berlin,14.7.2017,49,0.981,0.25
38758,1,6,Germany;Dresden,26.7.2017,41,0.98,0.25
38759,7,6,Germany;Dresden,30.11.2017,35,0.996,0.25
38760,7,1,Czech republic;Prague,3.4.2017,125,0.974,0.5
38761,5,3,Czech republic;Brno,22.4.2017,90,0.976,0.4
38762,4,4,Germany;Frankfurt,9.7.2017,92,0.981,0.4
38763,7,1,Czech republic;Prague,23.2.2017,25,0.965,0.25
38764,5,6,Germany;Dresden,6.7.2017,79,0.98,0.4
38765,9,4,Germany;Frankfurt,21.8.2017,34,0.987,0.25
38766,5,7,Germany;Frankfurt,15.12.2017,78,0.998,0.4
38767,4,6,Germany;Dresden,1.2.2017,128,0.967,0.5
38768,8,6,Germany;Dresden,4.9.2017,66,0.989,0.35
38769,3,7,Germany;Frankfurt,14.9.2017,46,0.99,0.25
38770,8,2,Denmark;Copenhagen,30.9.2017,114,0.988,0.5
38771,4,1,Czech republic;Prague,1.3.2017,172,0.967,0.55
38772,11,4,Germany;Frankfurt,14.2.2017,112,0.964,0.5
38773,3,6,Germany;Dresden,29.4.2017,40,0.977,0.25
38774,6,5,Germany;Berlin,16.4.2017,46,0.97,0.25
38775,10,2,Denmark;Copenhagen,22.6.2017,157,0.98,0.55
38776,1,7,Germany;Frankfurt,23.3.2017,35,0.964,0.25
38777,2,1,Czech republic;Prague,22.6.2017,81,0.98,0.4
38778,4,1,Czech republic;Prague,21.1.2017,88,0.964,0.4
38779,8,3,Czech republic;Ostrava,1.11.2017,75,0.992,0.4
38780,1,1,Czech republic;Prague,15.2.2017,5,0.96,0
38781,2,4,Germany;Frankfurt,13.10.2017,37,0.991,0.25
38782,4,5,Germany;Berlin,28.6.2017,127,0.979,0.5
38783,8,4,Germany;Frankfurt,13.5.2017,85,0.978,0.4
38784,8,7,Germany;Frankfurt,10.4.2017,71,0.975,0.35
38785,1,3,Czech republic;Brno,18.11.2017,43,0.994,0.25
38786,2,1,Czech republic;Prague,2.4.2017,27,0.974,0.25
38787,8,3,Czech republic;Ostrava,27.7.2017,37,0.982,0.25
38788,11,4,Germany;Frankfurt,19.5.2017,47,0.976,0.25
38789,8,5,Germany;Berlin,29.12.2017,40,0.999,0.25
38790,2,2,Denmark;Copenhagen,21.6.2017,125,0.98,0.5
38791,3,1,Czech republic;Prague,10.6.2017,110,0.981,0.5
38792,2,2,Denmark;Copenhagen,28.9.2017,31,0.988,0.25
38793,6,2,Denmark;Copenhagen,11.4.2017,11,0.968,0.05
38794,5,7,Germany;Frankfurt,15.9.2017,185,0.989,0.6
38795,4,4,Germany;Frankfurt,2.8.2017,97,0.985,0.4
38796,8,7,Germany;Frankfurt,13.10.2017,47,0.991,0.25
38797,5,7,Germany;Frankfurt,29.5.2017,79,0.974,0.4
38798,5,2,Denmark;Copenhagen,11.7.2017,49,0.981,0.25
38799,9,1,Czech republic;Prague,25.2.2017,154,0.964,0.55
38800,9,5,Germany;Berlin,8.2.2017,38,0.96,0.25
38801,10,3,Czech republic;Ostrava,1.5.2017,48,0.971,0.25
38802,6,1,Czech republic;Prague,31.5.2017,50,0.974,0.35
38803,8,7,Germany;Frankfurt,25.4.2017,30,0.975,0.25
38804,3,5,Germany;Berlin,20.11.2017,66,0.995,0.35
38805,9,4,Germany;Frankfurt,19.10.2017,43,0.992,0.25
38806,2,1,Czech republic;Prague,7.12.2017,70,0.997,0.35
38807,2,2,Denmark;Copenhagen,12.12.2017,39,0.998,0.25
38808,9,6,Germany;Dresden,8.8.2017,31,0.984,0.25
38809,9,1,Czech republic;Prague,23.2.2017,57,0.965,0.35
38810,2,6,Germany;Dresden,15.1.2017,30,0.964,0.25
38811,2,4,Germany;Frankfurt,28.6.2017,35,0.979,0.25
38812,9,5,Germany;Berlin,30.9.2017,67,0.988,0.35
38813,5,7,Germany;Frankfurt,25.9.2017,27,0.989,0.25
38814,6,3,Czech republic;Brno,5.1.2017,58,0.958,0.35
38815,5,7,Germany;Frankfurt,29.12.2017,46,0.999,0.25
38816,4,6,Germany;Dresden,10.8.2017,151,0.986,0.55
38817,4,2,Denmark;Copenhagen,1.9.2017,36,0.987,0.25
38818,3,1,Czech republic;Prague,13.11.2017,132,0.995,0.5
38819,7,1,Czech republic;Prague,22.5.2017,73,0.975,0.35
38820,1,6,Germany;Dresden,10.10.2017,97,0.989,0.4
38821,3,5,Germany;Berlin,22.11.2017,47,0.996,0.25
38822,8,4,Germany;Frankfurt,10.1.2017,48,0.962,0.25
38823,11,1,Czech republic;Prague,3.12.2017,29,0.997,0.25
38824,11,2,Denmark;Copenhagen,21.6.2017,34,0.98,0.25
38825,9,6,Germany;Dresden,4.6.2017,109,0.976,0.5
38826,7,2,Denmark;Copenhagen,26.7.2017,35,0.98,0.25
38827,5,3,Czech republic;Brno,27.12.2017,30,0.999,0.25
38828,10,6,Germany;Dresden,21.2.2017,29,0.969,0.25
38829,9,2,Denmark;Copenhagen,30.10.2017,29,0.992,0.25
38830,7,5,Germany;Berlin,21.3.2017,83,0.973,0.4
38831,11,6,Germany;Dresden,24.3.2017,63,0.972,0.35
38832,4,1,Czech republic;Prague,22.12.2017,42,0.999,0.25
38833,6,7,Germany;Frankfurt,12.10.2017,39,0.991,0.25
38834,11,4,Germany;Frankfurt,18.5.2017,26,0.977,0.25
38835,1,5,Germany;Berlin,25.1.2017,71,0.967,0.35
38836,4,1,Czech republic;Prague,10.1.2017,83,0.962,0.4
38837,7,3,Czech republic;Ostrava,30.1.2017,24,0.966,0.2
38838,6,7,Germany;Frankfurt,25.10.2017,105,0.991,0.5
38839,10,3,Czech republic;Ostrava,24.6.2017,79,0.979,0.4
38840,3,2,Denmark;Copenhagen,30.9.2017,79,0.988,0.4
38841,6,3,Czech republic;Brno,8.10.2017,73,0.991,0.35
38842,1,5,Germany;Berlin,17.12.2017,31,0.998,0.25
38843,9,7,Germany;Frankfurt,3.10.2017,187,0.989,0.6
38844,9,2,Denmark;Copenhagen,25.9.2017,115,0.989,0.5
38845,1,5,Germany;Berlin,2.5.2017,66,0.969,0.35
38846,7,4,Germany;Frankfurt,22.7.2017,46,0.984,0.25
38847,10,5,Germany;Berlin,2.5.2017,48,0.969,0.25
38848,6,6,Germany;Dresden,19.5.2017,41,0.976,0.25
38849,11,3,Czech republic;Ostrava,26.7.2017,24,0.98,0.2
38850,11,6,Germany;Dresden,2.7.2017,82,0.982,0.4
38851,6,3,Czech republic;Brno,21.10.2017,73,0.991,0.35
38852,5,2,Denmark;Copenhagen,9.8.2017,51,0.984,0.35
38853,9,1,Czech republic;Prague,18.6.2017,63,0.98,0.35
38854,11,6,Germany;Dresden,30.9.2017,47,0.988,0.25
38855,2,2,Denmark;Copenhagen,28.2.2017,38,0.97,0.25
38856,2,6,Germany;Dresden,24.6.2017,136,0.979,0.5
38857,9,3,Czech republic;Ostrava,16.8.2017,21,0.986,0.2
38858,6,4,Germany;Frankfurt,20.7.2017,53,0.984,0.35
38859,3,2,Denmark;Copenhagen,16.6.2017,96,0.982,0.4
38860,10,5,Germany;Berlin,20.11.2017,187,0.995,0.6
38861,5,5,Germany;Berlin,25.2.2017,48,0.964,0.25
38862,6,7,Germany;Frankfurt,9.6.2017,158,0.981,0.55
38863,5,6,Germany;Dresden,15.4.2017,133,0.974,0.5
38864,4,3,Czech republic;Brno,27.6.2017,126,0.98,0.5
38865,2,1,Czech republic;Prague,5.11.2017,38,0.994,0.25
38866,8,4,Germany;Frankfurt,14.3.2017,28,0.964,0.25
38867,4,4,Germany;Frankfurt,23.4.2017,95,0.973,0.4
38868,2,6,Germany;Dresden,23.5.2017,19,0.977,0.05
38869,3,5,Germany;Berlin,3.2.2017,155,0.963,0.55
38870,10,1,Czech republic;Prague,21.8.2017,87,0.987,0.4
38871,11,4,Germany;Frankfurt,29.7.2017,46,0.984,0.25
38872,2,2,Denmark;Copenhagen,9.1.2017,80,0.956,0.4
38873,3,7,Germany;Frankfurt,9.2.2017,29,0.96,0.25
38874,5,1,Czech republic;Prague,21.4.2017,55,0.976,0.35
38875,3,1,Czech republic;Prague,30.5.2017,83,0.975,0.4
38876,3,5,Germany;Berlin,17.4.2017,16,0.974,0.05
38877,3,1,Czech republic;Prague,29.3.2017,71,0.97,0.35
38878,5,3,Czech republic;Brno,7.11.2017,93,0.993,0.4
38879,11,1,Czech republic;Prague,28.11.2017,97,0.996,0.4
38880,1,2,Denmark;Copenhagen,13.3.2017,32,0.972,0.25
38881,4,6,Germany;Dresden,23.7.2017,34,0.983,0.25
38882,5,1,Czech republic;Prague,1.7.2017,39,0.978,0.25
38883,6,4,Germany;Frankfurt,31.1.2017,72,0.959,0.35
38884,7,7,Germany;Frankfurt,17.7.2017,186,0.983,0.6
38885,4,5,Germany;Berlin,26.11.2017,180,0.996,0.6
38886,3,4,Germany;Frankfurt,27.7.2017,45,0.982,0.25
38887,7,3,Czech republic;Ostrava,12.8.2017,60,0.983,0.35
38888,7,1,Czech republic;Prague,17.11.2017,28,0.995,0.25
38889,10,3,Czech republic;Ostrava,3.10.2017,83,0.989,0.4
38890,7,5,Germany;Berlin,13.9.2017,55,0.99,0.35
38891,3,7,Germany;Frankfurt,11.2.2017,18,0.96,0.05
38892,6,4,Germany;Frankfurt,30.8.2017,50,0.987,0.35
38893,7,1,Czech republic;Prague,31.3.2017,198,0.971,0.6
38894,5,3,Czech republic;Brno,25.9.2017,17,0.989,0.05
38895,3,2,Denmark;Copenhagen,1.8.2017,71,0.984,0.35
38896,7,2,Denmark;Copenhagen,1.7.2017,91,0.978,0.4
38897,6,1,Czech republic;Prague,14.9.2017,39,0.99,0.25
38898,7,4,Germany;Frankfurt,22.1.2017,98,0.967,0.4
38899,4,2,Denmark;Copenhagen,12.9.2017,138,0.987,0.5
38900,5,3,Czech republic;Brno,23.4.2017,151,0.973,0.55
38901,9,5,Germany;Berlin,13.10.2017,50,0.991,0.35
38902,4,1,Czech republic;Prague,5.3.2017,98,0.962,0.4
38903,6,4,Germany;Frankfurt,27.10.2017,49,0.991,0.25
38904,9,6,Germany;Dresden,13.7.2017,2,0.979,0
38905,1,4,Germany;Frankfurt,27.11.2017,49,0.996,0.25
38906,1,5,Germany;Berlin,25.1.2017,107,0.967,0.5
38907,11,6,Germany;Dresden,28.7.2017,68,0.98,0.35
38908,5,5,Germany;Berlin,4.6.2017,77,0.976,0.4
38909,10,7,Germany;Frankfurt,20.6.2017,86,0.977,0.4
38910,6,3,Czech republic;Brno,2.8.2017,47,0.985,0.25
38911,3,4,Germany;Frankfurt,12.9.2017,35,0.987,0.25
38912,10,7,Germany;Frankfurt,19.4.2017,42,0.976,0.25
38913,3,5,Germany;Berlin,27.3.2017,5,0.97,0
38914,5,6,Germany;Dresden,3.2.2017,58,0.963,0.35
38915,3,2,Denmark;Copenhagen,7.7.2017,142,0.984,0.5
38916,2,6,Germany;Dresden,14.2.2017,104,0.964,0.5
38917,1,5,Germany;Berlin,3.8.2017,183,0.984,0.6
38918,10,3,Czech republic;Ostrava,24.6.2017,176,0.979,0.6
38919,10,5,Germany;Berlin,28.9.2017,154,0.988,0.55
38920,2,5,Germany;Berlin,31.7.2017,42,0.982,0.25
38921,11,2,Denmark;Copenhagen,16.7.2017,32,0.982,0.25
38922,1,6,Germany;Dresden,10.5.2017,30,0.976,0.25
38923,3,2,Denmark;Copenhagen,18.6.2017,83,0.98,0.4
38924,3,1,Czech republic;Prague,13.6.2017,67,0.976,0.35
38925,8,1,Czech republic;Prague,22.8.2017,37,0.984,0.25
38926,7,7,Germany;Frankfurt,30.9.2017,58,0.988,0.35
38927,7,1,Czech republic;Prague,27.3.2017,65,0.97,0.35
38928,11,7,Germany;Frankfurt,6.4.2017,78,0.969,0.4
38929,2,6,Germany;Dresden,9.7.2017,70,0.981,0.35
38930,8,1,Czech republic;Prague,27.2.2017,27,0.969,0.25
38931,11,4,Germany;Frankfurt,20.5.2017,71,0.976,0.35
38932,4,1,Czech republic;Prague,20.6.2017,106,0.977,0.5
38933,6,3,Czech republic;Brno,12.1.2017,73,0.962,0.35
38934,8,5,Germany;Berlin,6.1.2017,137,0.966,0.5
38935,5,6,Germany;Dresden,2.6.2017,50,0.974,0.35
38936,10,1,Czech republic;Prague,19.4.2017,41,0.976,0.25
38937,4,7,Germany;Frankfurt,30.1.2017,114,0.966,0.5
38938,2,2,Denmark;Copenhagen,11.9.2017,46,0.987,0.25
38939,1,4,Germany;Frankfurt,19.7.2017,188,0.984,0.6
38940,6,2,Denmark;Copenhagen,17.2.2017,30,0.965,0.25
38941,7,3,Czech republic;Ostrava,4.4.2017,93,0.97,0.4
38942,8,2,Denmark;Copenhagen,11.3.2017,84,0.968,0.4
38943,5,4,Germany;Frankfurt,30.8.2017,106,0.987,0.5
38944,1,6,Germany;Dresden,2.6.2017,142,0.974,0.5
38945,4,1,Czech republic;Prague,22.12.2017,109,0.999,0.5
38946,3,3,Czech republic;Brno,25.5.2017,77,0.977,0.4
38947,4,2,Denmark;Copenhagen,23.12.2017,77,0.999,0.4
38948,4,7,Germany;Frankfurt,30.3.2017,37,0.97,0.25
38949,9,1,Czech republic;Prague,25.1.2017,44,0.967,0.25
38950,7,1,Czech republic;Prague,15.11.2017,88,0.995,0.4
38951,9,4,Germany;Frankfurt,8.8.2017,72,0.984,0.35
38952,10,5,Germany;Berlin,25.9.2017,47,0.989,0.25
38953,11,7,Germany;Frankfurt,16.8.2017,74,0.986,0.35
38954,9,6,Germany;Dresden,2.11.2017,29,0.994,0.25
38955,1,2,Denmark;Copenhagen,2.9.2017,25,0.986,0.25
38956,2,1,Czech republic;Prague,8.11.2017,149,0.993,0.5
38957,7,4,Germany;Frankfurt,11.8.2017,25,0.986,0.25
38958,9,5,Germany;Berlin,6.1.2017,48,0.966,0.25
38959,2,1,Czech republic;Prague,5.12.2017,36,0.997,0.25
38960,7,1,Czech republic;Prague,19.12.2017,35,0.998,0.25
38961,11,2,Denmark;Copenhagen,23.11.2017,61,0.996,0.35
38962,7,1,Czech republic;Prague,18.1.2017,56,0.966,0.35
38963,3,1,Czech republic;Prague,22.8.2017,26,0.984,0.25
38964,3,1,Czech republic;Prague,6.10.2017,62,0.99,0.35
38965,4,4,Germany;Frankfurt,4.6.2017,26,0.976,0.25
38966,7,2,Denmark;Copenhagen,22.9.2017,76,0.989,0.4
38967,8,7,Germany;Frankfurt,6.10.2017,88,0.99,0.4
38968,6,1,Czech republic;Prague,4.8.2017,164,0.983,0.55
38969,5,4,Germany;Frankfurt,3.3.2017,64,0.972,0.35
38970,5,1,Czech republic;Prague,17.6.2017,77,0.981,0.4
38971,10,6,Germany;Dresden,19.7.2017,72,0.984,0.35
38972,4,3,Czech republic;Brno,22.6.2017,33,0.98,0.25
38973,7,4,Germany;Frankfurt,25.9.2017,187,0.989,0.6
38974,11,3,Czech republic;Ostrava,19.4.2017,27,0.976,0.25
38975,5,4,Germany;Frankfurt,21.4.2017,187,0.976,0.6
38976,7,3,Czech republic;Ostrava,20.9.2017,151,0.99,0.55
38977,4,6,Germany;Dresden,27.2.2017,46,0.969,0.25
38978,2,2,Denmark;Copenhagen,19.3.2017,76,0.97,0.4
38979,4,4,Germany;Frankfurt,26.5.2017,146,0.979,0.5
38980,9,6,Germany;Dresden,9.7.2017,25,0.981,0.25
38981,7,1,Czech republic;Prague,26.8.2017,25,0.984,0.25
38982,5,1,Czech republic;Prague,9.7.2017,26,0.981,0.25
38983,2,4,Germany;Frankfurt,11.11.2017,108,0.993,0.5
38984,7,7,Germany;Frankfurt,11.9.2017,44,0.987,0.25
38985,11,2,Denmark;Copenhagen,18.4.2017,35,0.975,0.25
38986,4,1,Czech republic;Prague,6.12.2017,150,0.997,0.55
38987,6,5,Germany;Berlin,13.6.2017,68,0.976,0.35
38988,2,6,Germany;Dresden,9.9.2017,94,0.989,0.4
38989,6,7,Germany;Frankfurt,18.1.2017,41,0.966,0.25
38990,9,1,Czech republic;Prague,21.1.2017,134,0.964,0.5
38991,7,5,Germany;Berlin,5.7.2017,91,0.984,0.4
38992,11,6,Germany;Dresden,22.1.2017,27,0.967,0.25
38993,2,7,Germany;Frankfurt,5.2.2017,25,0.97,0.25
38994,10,7,Germany;Frankfurt,21.12.2017,76,0.998,0.4
38995,1,2,Denmark;Copenhagen,12.2.2017,28,0.962,0.25
38996,8,2,Denmark;Copenhagen,11.8.2017,30,0.986,0.25
38997,2,7,Germany;Frankfurt,1.2.2017,189,0.967,0.6
38998,10,1,Czech republic;Prague,5.4.2017,44,0.968,0.25
38999,1,1,Czech republic;Prague,15.7.2017,44,0.982,0.25
39000,8,7,Germany;Frankfurt,15.2.2017,77,0.96,0.4
39001,8,6,Germany;Dresden,7.3.2017,46,0.97,0.25
39002,9,2,Denmark;Copenhagen,2.12.2017,27,0.997,0.25
39003,1,6,Germany;Dresden,16.9.2017,90,0.989,0.4
39004,5,6,Germany;Dresden,3.10.2017,26,0.989,0.25
39005,7,2,Denmark;Copenhagen,16.3.2017,70,0.972,0.35
39006,2,5,Germany;Berlin,17.2.2017,35,0.965,0.25
39007,5,2,Denmark;Copenhagen,9.7.2017,37,0.981,0.25
39008,7,6,Germany;Dresden,11.7.2017,82,0.981,0.4
39009,7,2,Denmark;Copenhagen,6.7.2017,188,0.98,0.6
39010,8,7,Germany;Frankfurt,9.4.2017,33,0.974,0.25
39011,7,5,Germany;Berlin,22.2.2017,88,0.96,0.4
39012,9,5,Germany;Berlin,28.3.2017,143,0.974,0.5
39013,11,2,Denmark;Copenhagen,27.4.2017,65,0.976,0.35
39014,3,6,Germany;Dresden,14.3.2017,156,0.964,0.55
39015,11,2,Denmark;Copenhagen,14.2.2017,30,0.964,0.25
39016,4,4,Germany;Frankfurt,18.11.2017,71,0.994,0.35
39017,3,3,Czech republic;Brno,5.10.2017,37,0.989,0.25
39018,9,7,Germany;Frankfurt,9.12.2017,82,0.997,0.4
39019,8,7,Germany;Frankfurt,10.6.2017,27,0.981,0.25
39020,11,3,Czech republic;Ostrava,20.9.2017,193,0.99,0.6
39021,10,2,Denmark;Copenhagen,30.1.2017,30,0.966,0.25
39022,4,6,Germany;Dresden,14.12.2017,82,0.998,0.4
39023,8,3,Czech republic;Ostrava,26.12.2017,149,0.999,0.5
39024,4,6,Germany;Dresden,28.5.2017,28,0.972,0.25
39025,6,4,Germany;Frankfurt,21.8.2017,88,0.987,0.4
39026,7,2,Denmark;Copenhagen,7.1.2017,84,0.961,0.4
39027,5,2,Denmark;Copenhagen,14.3.2017,108,0.964,0.5
39028,5,1,Czech republic;Prague,18.6.2017,117,0.98,0.5
39029,9,5,Germany;Berlin,7.1.2017,86,0.961,0.4
39030,11,4,Germany;Frankfurt,5.12.2017,32,0.997,0.25
39031,5,7,Germany;Frankfurt,25.10.2017,58,0.991,0.35
39032,10,7,Germany;Frankfurt,26.6.2017,46,0.981,0.25
39033,11,4,Germany;Frankfurt,11.2.2017,33,0.96,0.25
39034,10,7,Germany;Frankfurt,16.1.2017,165,0.957,0.55
39035,1,2,Denmark;Copenhagen,9.1.2017,165,0.956,0.55
39036,6,7,Germany;Frankfurt,15.10.2017,60,0.992,0.35
39037,6,5,Germany;Berlin,11.8.2017,34,0.986,0.25
39038,3,2,Denmark;Copenhagen,28.9.2017,96,0.988,0.4
39039,2,1,Czech republic;Prague,10.2.2017,173,0.962,0.55
39040,2,2,Denmark;Copenhagen,24.8.2017,25,0.987,0.25
39041,5,1,Czech republic;Prague,21.3.2017,48,0.973,0.25
39042,4,4,Germany;Frankfurt,18.8.2017,161,0.985,0.55
39043,8,3,Czech republic;Ostrava,21.2.2017,98,0.969,0.4
39044,11,1,Czech republic;Prague,20.6.2017,147,0.977,0.5
39045,3,5,Germany;Berlin,4.9.2017,158,0.989,0.55
39046,7,6,Germany;Dresden,6.10.2017,121,0.99,0.5
39047,9,5,Germany;Berlin,6.7.2017,193,0.98,0.6
39048,2,6,Germany;Dresden,21.2.2017,67,0.969,0.35
39049,7,5,Germany;Berlin,30.3.2017,53,0.97,0.35
39050,2,2,Denmark;Copenhagen,10.10.2017,49,0.989,0.25
39051,2,4,Germany;Frankfurt,9.9.2017,81,0.989,0.4
39052,5,7,Germany;Frankfurt,1.7.2017,97,0.978,0.4
39053,9,3,Czech republic;Ostrava,11.5.2017,66,0.977,0.35
39054,2,6,Germany;Dresden,12.10.2017,87,0.991,0.4
39055,8,6,Germany;Dresden,28.8.2017,26,0.984,0.25
39056,7,5,Germany;Berlin,8.6.2017,71,0.978,0.35
39057,10,1,Czech republic;Prague,13.7.2017,154,0.979,0.55
39058,5,6,Germany;Dresden,10.4.2017,111,0.975,0.5
39059,10,3,Czech republic;Ostrava,25.8.2017,84,0.985,0.4
39060,3,4,Germany;Frankfurt,1.11.2017,43,0.992,0.25
39061,9,2,Denmark;Copenhagen,17.9.2017,74,0.987,0.35
39062,4,7,Germany;Frankfurt,27.2.2017,70,0.969,0.35
39063,3,5,Germany;Berlin,14.2.2017,138,0.964,0.5
39064,11,3,Czech republic;Ostrava,23.4.2017,39,0.973,0.25
39065,2,7,Germany;Frankfurt,12.9.2017,101,0.987,0.5
39066,8,4,Germany;Frankfurt,26.12.2017,44,0.999,0.25
39067,3,6,Germany;Dresden,26.4.2017,71,0.972,0.35
39068,2,5,Germany;Berlin,4.5.2017,95,0.973,0.4
39069,10,6,Germany;Dresden,15.5.2017,60,0.971,0.35
39070,5,7,Germany;Frankfurt,8.8.2017,63,0.984,0.35
39071,4,6,Germany;Dresden,31.10.2017,172,0.993,0.55
39072,3,7,Germany;Frankfurt,9.1.2017,72,0.956,0.35
39073,3,3,Czech republic;Brno,15.11.2017,70,0.995,0.35
39074,6,1,Czech republic;Prague,27.3.2017,18,0.97,0.05
39075,4,6,Germany;Dresden,6.8.2017,178,0.982,0.6
39076,3,5,Germany;Berlin,1.12.2017,183,0.995,0.6
39077,9,2,Denmark;Copenhagen,30.10.2017,43,0.992,0.25
39078,9,5,Germany;Berlin,31.5.2017,63,0.974,0.35
39079,9,4,Germany;Frankfurt,18.12.2017,65,0.998,0.35
39080,8,6,Germany;Dresden,2.1.2017,8,0.96,0
39081,3,5,Germany;Berlin,28.4.2017,67,0.973,0.35
39082,11,3,Czech republic;Ostrava,15.7.2017,92,0.982,0.4
39083,10,2,Denmark;Copenhagen,19.12.2017,130,0.998,0.5
39084,4,3,Czech republic;Brno,22.1.2017,74,0.967,0.35
39085,11,4,Germany;Frankfurt,13.3.2017,93,0.972,0.4
39086,3,4,Germany;Frankfurt,5.9.2017,74,0.988,0.35
39087,6,7,Germany;Frankfurt,18.3.2017,115,0.97,0.5
39088,7,1,Czech republic;Prague,8.9.2017,164,0.988,0.55
39089,1,2,Denmark;Copenhagen,27.10.2017,25,0.991,0.25
39090,4,2,Denmark;Copenhagen,22.2.2017,55,0.96,0.35
39091,1,1,Czech republic;Prague,26.3.2017,55,0.973,0.35
39092,11,7,Germany;Frankfurt,4.11.2017,39,0.993,0.25
39093,11,3,Czech republic;Ostrava,8.9.2017,83,0.988,0.4
39094,10,3,Czech republic;Ostrava,16.5.2017,31,0.973,0.25
39095,2,7,Germany;Frankfurt,22.10.2017,84,0.992,0.4
39096,1,1,Czech republic;Prague,27.10.2017,105,0.991,0.5
39097,4,7,Germany;Frankfurt,19.3.2017,73,0.97,0.35
39098,5,7,Germany;Frankfurt,24.8.2017,115,0.987,0.5
39099,7,7,Germany;Frankfurt,30.10.2017,39,0.992,0.25
39100,6,3,Czech republic;Brno,15.9.2017,40,0.989,0.25
39101,5,6,Germany;Dresden,26.1.2017,34,0.967,0.25
39102,11,6,Germany;Dresden,11.1.2017,100,0.967,0.5
39103,6,4,Germany;Frankfurt,8.7.2017,71,0.982,0.35
39104,1,5,Germany;Berlin,19.1.2017,98,0.967,0.4
39105,3,5,Germany;Berlin,18.5.2017,35,0.977,0.25
39106,1,1,Czech republic;Prague,1.5.2017,60,0.971,0.35
39107,10,1,Czech republic;Prague,8.4.2017,96,0.974,0.4
39108,4,4,Germany;Frankfurt,29.8.2017,27,0.988,0.25
39109,11,2,Denmark;Copenhagen,10.3.2017,76,0.964,0.4
39110,11,3,Czech republic;Ostrava,5.5.2017,92,0.974,0.4
39111,4,1,Czech republic;Prague,1.3.2017,35,0.967,0.25
39112,10,1,Czech republic;Prague,23.2.2017,32,0.965,0.25
39113,6,1,Czech republic;Prague,8.6.2017,89,0.978,0.4
39114,7,2,Denmark;Copenhagen,29.7.2017,41,0.984,0.25
39115,4,2,Denmark;Copenhagen,28.2.2017,47,0.97,0.25
39116,4,1,Czech republic;Prague,11.2.2017,27,0.96,0.25
39117,11,2,Denmark;Copenhagen,8.1.2017,86,0.963,0.4
39118,6,4,Germany;Frankfurt,6.6.2017,41,0.975,0.25
39119,6,1,Czech republic;Prague,31.3.2017,91,0.971,0.4
39120,5,4,Germany;Frankfurt,17.12.2017,47,0.998,0.25
39121,6,2,Denmark;Copenhagen,5.6.2017,41,0.978,0.25
39122,9,1,Czech republic;Prague,10.10.2017,51,0.989,0.35
39123,3,2,Denmark;Copenhagen,24.6.2017,68,0.979,0.35
39124,10,7,Germany;Frankfurt,12.2.2017,27,0.962,0.25
39125,5,2,Denmark;Copenhagen,17.1.2017,66,0.966,0.35
39126,1,4,Germany;Frankfurt,9.2.2017,78,0.96,0.4
39127,10,2,Denmark;Copenhagen,18.11.2017,81,0.994,0.4
39128,6,6,Germany;Dresden,5.3.2017,27,0.962,0.25
39129,7,1,Czech republic;Prague,14.2.2017,10,0.964,0.05
39130,11,6,Germany;Dresden,28.8.2017,94,0.984,0.4
39131,5,3,Czech republic;Brno,19.1.2017,77,0.967,0.4
39132,8,6,Germany;Dresden,8.9.2017,94,0.988,0.4
39133,8,6,Germany;Dresden,26.9.2017,49,0.989,0.25
39134,1,5,Germany;Berlin,12.7.2017,75,0.979,0.4
39135,8,4,Germany;Frankfurt,14.2.2017,62,0.964,0.35
39136,1,1,Czech republic;Prague,26.9.2017,75,0.989,0.4
39137,11,3,Czech republic;Ostrava,15.11.2017,42,0.995,0.25
39138,5,7,Germany;Frankfurt,15.12.2017,163,0.998,0.55
39139,8,7,Germany;Frankfurt,17.1.2017,32,0.966,0.25
39140,1,1,Czech republic;Prague,5.8.2017,29,0.983,0.25
39141,6,3,Czech republic;Brno,9.6.2017,49,0.981,0.25
39142,3,3,Czech republic;Brno,8.7.2017,113,0.982,0.5
39143,5,6,Germany;Dresden,2.3.2017,62,0.968,0.35
39144,10,7,Germany;Frankfurt,31.7.2017,76,0.982,0.4
39145,9,3,Czech republic;Ostrava,27.6.2017,95,0.98,0.4
39146,3,4,Germany;Frankfurt,19.3.2017,31,0.97,0.25
39147,5,1,Czech republic;Prague,20.3.2017,121,0.968,0.5
39148,8,2,Denmark;Copenhagen,16.6.2017,69,0.982,0.35
39149,8,5,Germany;Berlin,3.11.2017,144,0.994,0.5
39150,8,2,Denmark;Copenhagen,22.6.2017,48,0.98,0.25
39151,1,2,Denmark;Copenhagen,2.12.2017,78,0.997,0.4
39152,9,6,Germany;Dresden,15.2.2017,29,0.96,0.25
